"location","depth","photo","group","successes","failures","cover"
"man","dp","t1_15","turf",13,87,0.13
"man","dp","t1_15","poci",2,98,0.02
"man","dp","t1_15","cca",0,100,0
"man","dp","t1_15","biotic",0,100,0
"man","dp","t1_15","hard_coral_other",0,100,0
"man","dp","t1_2","abiotic",49,51,0.49
"man","dp","t1_2","macro",8,92,0.08
"man","dp","t1_2","non_reef",1,99,0.01
"man","dp","t1_2","plob",14,86,0.14
"man","dp","t1_2","turf",11,89,0.11
"man","dp","t1_2","poci",17,83,0.17
"man","dp","t1_2","cca",0,100,0
"man","dp","t1_2","biotic",0,100,0
"man","dp","t1_2","hard_coral_other",0,100,0
"man","dp","t1_3","abiotic",52,48,0.52
"man","dp","t1_3","macro",8,92,0.08
"man","dp","t1_3","non_reef",9,91,0.09
"man","dp","t1_3","plob",3,97,0.03
"man","dp","t1_3","turf",12,88,0.12
"man","dp","t1_3","poci",16,84,0.16
"man","dp","t1_3","cca",0,100,0
"man","dp","t1_3","biotic",0,100,0
"man","dp","t1_3","hard_coral_other",0,100,0
"man","dp","t1_4","abiotic",77,23,0.77
"man","dp","t1_4","macro",0,100,0
"man","dp","t1_4","non_reef",0,100,0
"man","dp","t1_4","plob",2,98,0.02
"man","dp","t1_4","turf",15,85,0.15
"man","dp","t1_4","poci",6,94,0.06
"man","dp","t1_4","cca",0,100,0
"man","dp","t1_4","biotic",0,100,0
"man","dp","t1_4","hard_coral_other",0,100,0
"man","dp","t1_5","abiotic",51,49,0.51
"man","dp","t1_5","macro",13,87,0.13
"man","dp","t1_5","non_reef",3,97,0.03
"man","dp","t1_5","plob",7,93,0.07
"man","dp","t1_5","turf",13,87,0.13
"man","dp","t1_5","poci",12,88,0.12
"man","dp","t1_5","cca",0,100,0
"man","dp","t1_5","biotic",1,99,0.01
"man","dp","t1_5","hard_coral_other",0,100,0
"man","dp","t1_6","abiotic",54,46,0.54
"man","dp","t1_6","macro",16,84,0.16
"man","dp","t1_6","non_reef",4,96,0.04
"man","dp","t1_6","plob",9,91,0.09
"man","dp","t1_6","turf",10,90,0.1
"man","dp","t1_6","poci",7,93,0.07
"man","dp","t1_6","cca",0,100,0
"man","dp","t1_6","biotic",0,100,0
"man","dp","t1_6","hard_coral_other",0,100,0
"man","dp","t1_7","abiotic",59,41,0.59
"man","dp","t1_7","macro",3,97,0.03
"man","dp","t1_7","non_reef",1,99,0.01
"man","dp","t1_7","plob",6,94,0.06
"man","dp","t1_7","turf",21,79,0.21
"man","dp","t1_7","poci",10,90,0.1
"man","dp","t1_7","cca",0,100,0
"man","dp","t1_7","biotic",0,100,0
"man","dp","t1_7","hard_coral_other",0,100,0
"man","dp","t1_8","abiotic",17,83,0.17
"man","dp","t1_8","macro",38,62,0.38
"man","dp","t1_8","non_reef",2,98,0.02
"man","dp","t1_8","plob",6,94,0.06
"man","dp","t1_8","turf",25,75,0.25
"man","dp","t1_8","poci",11,89,0.11
"man","dp","t1_8","cca",0,100,0
"man","dp","t1_8","biotic",1,99,0.01
"man","dp","t1_8","hard_coral_other",0,100,0
"man","dp","t1_9","abiotic",26,74,0.26
"man","dp","t1_9","macro",19,81,0.19
"man","dp","t1_9","non_reef",12,88,0.12
"man","dp","t1_9","plob",12,88,0.12
"man","dp","t1_9","turf",12,88,0.12
"man","dp","t1_9","poci",19,81,0.19
"man","dp","t1_9","cca",0,100,0
"man","dp","t1_9","biotic",0,100,0
"man","dp","t1_9","hard_coral_other",0,100,0
"man","dp","t2_1","abiotic",67,33,0.67
"man","dp","t2_1","macro",1,99,0.01
"man","dp","t2_1","non_reef",1,99,0.01
"man","dp","t2_1","plob",5,95,0.05
"man","dp","t2_1","turf",16,84,0.16
"man","dp","t2_1","poci",10,90,0.1
"man","dp","t2_1","cca",0,100,0
"man","dp","t2_1","biotic",0,100,0
"man","dp","t2_1","hard_coral_other",0,100,0
"man","dp","t2_10","abiotic",57,43,0.57
"man","dp","t2_10","macro",6,94,0.06
"man","dp","t2_10","non_reef",1,99,0.01
"man","dp","t2_10","plob",2,98,0.02
"man","dp","t2_10","turf",16,84,0.16
"man","dp","t2_10","poci",18,82,0.18
"man","dp","t2_10","cca",0,100,0
"man","dp","t2_10","biotic",0,100,0
"man","dp","t2_10","hard_coral_other",0,100,0
"man","dp","t2_11","abiotic",64,36,0.64
"man","dp","t2_11","macro",7,93,0.07
"man","dp","t2_11","non_reef",4,96,0.04
"man","dp","t2_11","plob",0,100,0
"man","dp","t2_11","turf",13,87,0.13
"man","dp","t2_11","poci",12,88,0.12
"man","dp","t2_11","cca",0,100,0
"man","dp","t2_11","biotic",0,100,0
"man","dp","t2_11","hard_coral_other",0,100,0
"man","dp","t2_12","abiotic",82,18,0.82
"man","dp","t2_12","macro",8,92,0.08
"man","dp","t2_12","non_reef",3,97,0.03
"man","dp","t2_12","plob",5,95,0.05
"man","dp","t2_12","turf",2,98,0.02
"man","dp","t2_12","poci",0,100,0
"man","dp","t2_12","cca",0,100,0
"man","dp","t2_12","biotic",0,100,0
"man","dp","t2_12","hard_coral_other",0,100,0
"man","dp","t2_13","abiotic",69,31,0.69
"man","dp","t2_13","macro",0,100,0
"man","dp","t2_13","non_reef",3,97,0.03
"man","dp","t2_13","plob",20,80,0.2
"man","dp","t2_13","turf",6,94,0.06
"man","dp","t2_13","poci",2,98,0.02
"man","dp","t2_13","cca",0,100,0
"man","dp","t2_13","biotic",0,100,0
"man","dp","t2_13","hard_coral_other",0,100,0
"man","dp","t2_14","abiotic",67,33,0.67
"man","dp","t2_14","macro",3,97,0.03
"man","dp","t2_14","non_reef",2,98,0.02
"man","dp","t2_14","plob",1,99,0.01
"man","dp","t2_14","turf",18,82,0.18
"man","dp","t2_14","poci",9,91,0.09
"man","dp","t2_14","cca",0,100,0
"man","dp","t2_14","biotic",0,100,0
"man","dp","t2_14","hard_coral_other",0,100,0
"man","dp","t2_15","abiotic",81,19,0.81
"man","dp","t2_15","macro",1,99,0.01
"man","dp","t2_15","non_reef",3,97,0.03
"man","dp","t2_15","plob",14,86,0.14
"man","dp","t2_15","turf",0,100,0
"man","dp","t2_15","poci",1,99,0.01
"man","dp","t2_15","cca",0,100,0
"man","dp","t2_15","biotic",0,100,0
"man","dp","t2_15","hard_coral_other",0,100,0
"man","dp","t2_2","abiotic",57,43,0.57
"man","dp","t2_2","macro",6,94,0.06
"man","dp","t2_2","non_reef",1,99,0.01
"man","dp","t2_2","plob",3,97,0.03
"man","dp","t2_2","turf",26,74,0.26
"man","dp","t2_2","poci",7,93,0.07
"man","dp","t2_2","cca",0,100,0
"man","dp","t2_2","biotic",0,100,0
"man","dp","t2_2","hard_coral_other",0,100,0
"man","dp","t2_3","abiotic",66,34,0.66
"man","dp","t2_3","macro",3,97,0.03
"man","dp","t2_3","non_reef",1,99,0.01
"man","dp","t2_3","plob",0,100,0
"man","dp","t2_3","turf",22,78,0.22
"man","dp","t2_3","poci",8,92,0.08
"man","dp","t2_3","cca",0,100,0
"man","dp","t2_3","biotic",0,100,0
"man","dp","t2_3","hard_coral_other",0,100,0
"man","dp","t2_4","abiotic",62,38,0.62
"man","dp","t2_4","macro",11,89,0.11
"man","dp","t2_4","non_reef",2,98,0.02
"man","dp","t2_4","plob",2,98,0.02
"man","dp","t2_4","turf",14,86,0.14
"man","dp","t2_4","poci",9,91,0.09
"man","dp","t2_4","cca",0,100,0
"man","dp","t2_4","biotic",0,100,0
"man","dp","t2_4","hard_coral_other",0,100,0
"man","dp","t2_5","abiotic",71,29,0.71
"man","dp","t2_5","macro",11,89,0.11
"man","dp","t2_5","non_reef",0,100,0
"man","dp","t2_5","plob",0,100,0
"man","dp","t2_5","turf",17,83,0.17
"man","dp","t2_5","poci",1,99,0.01
"man","dp","t2_5","cca",0,100,0
"man","dp","t2_5","biotic",0,100,0
"man","dp","t2_5","hard_coral_other",0,100,0
"man","dp","t2_6","abiotic",73,27,0.73
"man","dp","t2_6","macro",4,96,0.04
"man","dp","t2_6","non_reef",0,100,0
"man","dp","t2_6","plob",6,94,0.06
"man","dp","t2_6","turf",14,86,0.14
"man","dp","t2_6","poci",3,97,0.03
"man","dp","t2_6","cca",0,100,0
"man","dp","t2_6","biotic",0,100,0
"man","dp","t2_6","hard_coral_other",0,100,0
"man","dp","t2_7","abiotic",42,58,0.42
"man","dp","t2_7","macro",5,95,0.05
"man","dp","t2_7","non_reef",2,98,0.02
"man","dp","t2_7","plob",9,91,0.09
"man","dp","t2_7","turf",23,77,0.23
"man","dp","t2_7","poci",19,81,0.19
"man","dp","t2_7","cca",0,100,0
"man","dp","t2_7","biotic",0,100,0
"man","dp","t2_7","hard_coral_other",0,100,0
"man","dp","t2_8","abiotic",62,38,0.62
"man","dp","t2_8","macro",11,89,0.11
"man","dp","t2_8","non_reef",0,100,0
"man","dp","t2_8","plob",11,89,0.11
"man","dp","t2_8","turf",6,94,0.06
"man","dp","t2_8","poci",10,90,0.1
"man","dp","t2_8","cca",0,100,0
"man","dp","t2_8","biotic",0,100,0
"man","dp","t2_8","hard_coral_other",0,100,0
"man","dp","t2_9","abiotic",79,21,0.79
"man","dp","t2_9","macro",3,97,0.03
"man","dp","t2_9","non_reef",5,95,0.05
"man","dp","t2_9","plob",1,99,0.01
"man","dp","t2_9","turf",11,89,0.11
"man","dp","t2_9","poci",1,99,0.01
"man","dp","t2_9","cca",0,100,0
"man","dp","t2_9","biotic",0,100,0
"man","dp","t2_9","hard_coral_other",0,100,0
"man","dp","t3_1","abiotic",5,95,0.05
"man","dp","t3_1","macro",8,92,0.08
"man","dp","t3_1","non_reef",3,97,0.03
"man","dp","t3_1","plob",72,28,0.72
"man","dp","t3_1","turf",8,92,0.08
"man","dp","t3_1","poci",3,97,0.03
"man","dp","t3_1","cca",0,100,0
"man","dp","t3_1","biotic",1,99,0.01
"man","dp","t3_1","hard_coral_other",0,100,0
"man","dp","t3_10","abiotic",41,59,0.41
"man","dp","t3_10","macro",6,94,0.06
"man","dp","t3_10","non_reef",5,95,0.05
"man","dp","t3_10","plob",17,83,0.17
"man","dp","t3_10","turf",14,86,0.14
"man","dp","t3_10","poci",17,83,0.17
"man","dp","t3_10","cca",0,100,0
"man","dp","t3_10","biotic",0,100,0
"man","dp","t3_10","hard_coral_other",0,100,0
"man","dp","t3_11","abiotic",5,95,0.05
"man","dp","t3_11","macro",6,94,0.06
"man","dp","t3_11","non_reef",9,91,0.09
"man","dp","t3_11","plob",76,24,0.76
"man","dp","t3_11","turf",0,100,0
"man","dp","t3_11","poci",4,96,0.04
"man","dp","t3_11","cca",0,100,0
"man","dp","t3_11","biotic",0,100,0
"man","dp","t3_11","hard_coral_other",0,100,0
"man","dp","t3_12","abiotic",46,54,0.46
"man","dp","t3_12","macro",1,99,0.01
"man","dp","t3_12","non_reef",5,95,0.05
"man","dp","t3_12","plob",39,61,0.39
"man","dp","t3_12","turf",1,99,0.01
"man","dp","t3_12","poci",8,92,0.08
"man","dp","t3_12","cca",0,100,0
"man","dp","t3_12","biotic",0,100,0
"man","dp","t3_12","hard_coral_other",0,100,0
"man","dp","t3_13","abiotic",85,15,0.85
"man","dp","t3_13","macro",0,100,0
"man","dp","t3_13","non_reef",0,100,0
"man","dp","t3_13","plob",9,91,0.09
"man","dp","t3_13","turf",2,98,0.02
"man","dp","t3_13","poci",4,96,0.04
"man","dp","t3_13","cca",0,100,0
"man","dp","t3_13","biotic",0,100,0
"man","dp","t3_13","hard_coral_other",0,100,0
"man","dp","t3_14","abiotic",27,73,0.27
"man","dp","t3_14","macro",5,95,0.05
"man","dp","t3_14","non_reef",6,94,0.06
"man","dp","t3_14","plob",40,60,0.4
"man","dp","t3_14","turf",7,93,0.07
"man","dp","t3_14","poci",15,85,0.15
"man","dp","t3_14","cca",0,100,0
"man","dp","t3_14","biotic",0,100,0
"man","dp","t3_14","hard_coral_other",0,100,0
"man","dp","t3_15","abiotic",36,64,0.36
"man","dp","t3_15","macro",2,98,0.02
"man","dp","t3_15","non_reef",8,92,0.08
"man","dp","t3_15","plob",47,53,0.47
"man","dp","t3_15","turf",3,97,0.03
"man","dp","t3_15","poci",4,96,0.04
"man","dp","t3_15","cca",0,100,0
"man","dp","t3_15","biotic",0,100,0
"man","dp","t3_15","hard_coral_other",0,100,0
"man","dp","t3_2","abiotic",3,97,0.03
"man","dp","t3_2","macro",22,78,0.22
"man","dp","t3_2","non_reef",6,94,0.06
"man","dp","t3_2","plob",48,52,0.48
"man","dp","t3_2","turf",5,95,0.05
"man","dp","t3_2","poci",16,84,0.16
"man","dp","t3_2","cca",0,100,0
"man","dp","t3_2","biotic",0,100,0
"man","dp","t3_2","hard_coral_other",0,100,0
"man","dp","t3_3","abiotic",5,95,0.05
"man","dp","t3_3","macro",6,94,0.06
"man","dp","t3_3","non_reef",15,85,0.15
"man","dp","t3_3","plob",63,37,0.63
"man","dp","t3_3","turf",5,95,0.05
"man","dp","t3_3","poci",6,94,0.06
"man","dp","t3_3","cca",0,100,0
"man","dp","t3_3","biotic",0,100,0
"man","dp","t3_3","hard_coral_other",0,100,0
"man","dp","t3_4","abiotic",56,44,0.56
"man","dp","t3_4","macro",3,97,0.03
"man","dp","t3_4","non_reef",15,85,0.15
"man","dp","t3_4","plob",7,93,0.07
"man","dp","t3_4","turf",13,87,0.13
"man","dp","t3_4","poci",6,94,0.06
"man","dp","t3_4","cca",0,100,0
"man","dp","t3_4","biotic",0,100,0
"man","dp","t3_4","hard_coral_other",0,100,0
"man","dp","t3_5","abiotic",40,60,0.4
"man","dp","t3_5","macro",23,77,0.23
"man","dp","t3_5","non_reef",1,99,0.01
"man","dp","t3_5","plob",14,86,0.14
"man","dp","t3_5","turf",16,84,0.16
"man","dp","t3_5","poci",6,94,0.06
"man","dp","t3_5","cca",0,100,0
"man","dp","t3_5","biotic",0,100,0
"man","dp","t3_5","hard_coral_other",0,100,0
"man","dp","t3_6","abiotic",58,42,0.58
"man","dp","t3_6","macro",4,96,0.04
"man","dp","t3_6","non_reef",3,97,0.03
"man","dp","t3_6","plob",22,78,0.22
"man","dp","t3_6","turf",7,93,0.07
"man","dp","t3_6","poci",5,95,0.05
"man","dp","t3_6","cca",0,100,0
"man","dp","t3_6","biotic",1,99,0.01
"man","dp","t3_6","hard_coral_other",0,100,0
"man","dp","t3_7","abiotic",59,41,0.59
"man","dp","t3_7","macro",2,98,0.02
"man","dp","t3_7","non_reef",6,94,0.06
"man","dp","t3_7","plob",12,88,0.12
"man","dp","t3_7","turf",19,81,0.19
"man","dp","t3_7","poci",2,98,0.02
"man","dp","t3_7","cca",0,100,0
"man","dp","t3_7","biotic",0,100,0
"man","dp","t3_7","hard_coral_other",0,100,0
"man","dp","t3_8","abiotic",37,63,0.37
"man","dp","t3_8","macro",3,97,0.03
"man","dp","t3_8","non_reef",8,92,0.08
"man","dp","t3_8","plob",37,63,0.37
"man","dp","t3_8","turf",13,87,0.13
"man","dp","t3_8","poci",2,98,0.02
"man","dp","t3_8","cca",0,100,0
"man","dp","t3_8","biotic",0,100,0
"man","dp","t3_8","hard_coral_other",0,100,0
"man","dp","t3_9","abiotic",57,43,0.57
"man","dp","t3_9","macro",3,97,0.03
"man","dp","t3_9","non_reef",4,96,0.04
"man","dp","t3_9","plob",13,87,0.13
"man","dp","t3_9","turf",18,82,0.18
"man","dp","t3_9","poci",5,95,0.05
"man","dp","t3_9","cca",0,100,0
"man","dp","t3_9","biotic",0,100,0
"man","dp","t3_9","hard_coral_other",0,100,0
"man","dp","t4_1","abiotic",30,70,0.3
"man","dp","t4_1","macro",0,100,0
"man","dp","t4_1","non_reef",8,92,0.08
"man","dp","t4_1","plob",54,46,0.54
"man","dp","t4_1","turf",7,93,0.07
"man","dp","t4_1","poci",0,100,0
"man","dp","t4_1","cca",0,100,0
"man","dp","t4_1","biotic",1,99,0.01
"man","dp","t4_1","hard_coral_other",0,100,0
"man","dp","t4_10","abiotic",15,85,0.15
"man","dp","t4_10","macro",10,90,0.1
"man","dp","t4_10","non_reef",7,93,0.07
"man","dp","t4_10","plob",58,42,0.58
"man","dp","t4_10","turf",4,96,0.04
"man","dp","t4_10","poci",5,95,0.05
"man","dp","t4_10","cca",0,100,0
"man","dp","t4_10","biotic",1,99,0.01
"man","dp","t4_10","hard_coral_other",0,100,0
"man","dp","t4_11","abiotic",23,77,0.23
"man","dp","t4_11","macro",7,93,0.07
"man","dp","t4_11","non_reef",7,93,0.07
"man","dp","t4_11","plob",52,48,0.52
"man","dp","t4_11","turf",7,93,0.07
"man","dp","t4_11","poci",4,96,0.04
"man","dp","t4_11","cca",0,100,0
"man","dp","t4_11","biotic",0,100,0
"man","dp","t4_11","hard_coral_other",0,100,0
"man","dp","t4_12","abiotic",38,62,0.38
"man","dp","t4_12","macro",26,74,0.26
"man","dp","t4_12","non_reef",1,99,0.01
"man","dp","t4_12","plob",6,94,0.06
"man","dp","t4_12","turf",18,82,0.18
"man","dp","t4_12","poci",11,89,0.11
"man","dp","t4_12","cca",0,100,0
"man","dp","t4_12","biotic",0,100,0
"man","dp","t4_12","hard_coral_other",0,100,0
"man","dp","t4_13","abiotic",29,71,0.29
"man","dp","t4_13","macro",20,80,0.2
"man","dp","t4_13","non_reef",1,99,0.01
"man","dp","t4_13","plob",16,84,0.16
"man","dp","t4_13","turf",25,75,0.25
"man","dp","t4_13","poci",9,91,0.09
"man","dp","t4_13","cca",0,100,0
"man","dp","t4_13","biotic",0,100,0
"man","dp","t4_13","hard_coral_other",0,100,0
"man","dp","t4_14","abiotic",8,92,0.08
"man","dp","t4_14","macro",11,89,0.11
"man","dp","t4_14","non_reef",10,90,0.1
"man","dp","t4_14","plob",37,63,0.37
"man","dp","t4_14","turf",22,78,0.22
"man","dp","t4_14","poci",11,89,0.11
"man","dp","t4_14","cca",1,99,0.01
"man","dp","t4_14","biotic",0,100,0
"man","dp","t4_14","hard_coral_other",0,100,0
"man","dp","t4_15","abiotic",9,91,0.09
"man","dp","t4_15","macro",16,84,0.16
"man","dp","t4_15","non_reef",10,90,0.1
"man","dp","t4_15","plob",50,50,0.5
"man","dp","t4_15","turf",15,85,0.15
"man","dp","t4_15","poci",0,100,0
"man","dp","t4_15","cca",0,100,0
"man","dp","t4_15","biotic",0,100,0
"man","dp","t4_15","hard_coral_other",0,100,0
"man","dp","t4_2","abiotic",2,98,0.02
"man","dp","t4_2","macro",4,96,0.04
"man","dp","t4_2","non_reef",8,92,0.08
"man","dp","t4_2","plob",85,15,0.85
"man","dp","t4_2","turf",1,99,0.01
"man","dp","t4_2","poci",0,100,0
"man","dp","t4_2","cca",0,100,0
"man","dp","t4_2","biotic",0,100,0
"man","dp","t4_2","hard_coral_other",0,100,0
"man","dp","t4_3","abiotic",0,100,0
"man","dp","t4_3","macro",4,96,0.04
"man","dp","t4_3","non_reef",9,91,0.09
"man","dp","t4_3","plob",87,13,0.87
"man","dp","t4_3","turf",0,100,0
"man","dp","t4_3","poci",0,100,0
"man","dp","t4_3","cca",0,100,0
"man","dp","t4_3","biotic",0,100,0
"man","dp","t4_3","hard_coral_other",0,100,0
"man","dp","t4_4","abiotic",13,87,0.13
"man","dp","t4_4","macro",26,74,0.26
"man","dp","t4_4","non_reef",2,98,0.02
"man","dp","t4_4","plob",35,65,0.35
"man","dp","t4_4","turf",13,87,0.13
"man","dp","t4_4","poci",10,90,0.1
"man","dp","t4_4","cca",0,100,0
"man","dp","t4_4","biotic",1,99,0.01
"man","dp","t4_4","hard_coral_other",0,100,0
"man","dp","t4_5","abiotic",20,80,0.2
"man","dp","t4_5","macro",23,77,0.23
"man","dp","t4_5","non_reef",5,95,0.05
"man","dp","t4_5","plob",9,91,0.09
"man","dp","t4_5","turf",25,75,0.25
"man","dp","t4_5","poci",18,82,0.18
"man","dp","t4_5","cca",0,100,0
"man","dp","t4_5","biotic",0,100,0
"man","dp","t4_5","hard_coral_other",0,100,0
"man","dp","t4_6","abiotic",2,98,0.02
"man","dp","t4_6","macro",29,71,0.29
"man","dp","t4_6","non_reef",4,96,0.04
"man","dp","t4_6","plob",57,43,0.57
"man","dp","t4_6","turf",6,94,0.06
"man","dp","t4_6","poci",2,98,0.02
"man","dp","t4_6","cca",0,100,0
"man","dp","t4_6","biotic",0,100,0
"man","dp","t4_6","hard_coral_other",0,100,0
"man","dp","t4_7","abiotic",47,53,0.47
"man","dp","t4_7","macro",9,91,0.09
"man","dp","t4_7","non_reef",1,99,0.01
"man","dp","t4_7","plob",13,87,0.13
"man","dp","t4_7","turf",18,82,0.18
"man","dp","t4_7","poci",11,89,0.11
"man","dp","t4_7","cca",0,100,0
"man","dp","t4_7","biotic",1,99,0.01
"man","dp","t4_7","hard_coral_other",0,100,0
"man","dp","t4_8","abiotic",40,60,0.4
"man","dp","t4_8","macro",14,86,0.14
"man","dp","t4_8","non_reef",6,94,0.06
"man","dp","t4_8","plob",21,79,0.21
"man","dp","t4_8","turf",14,86,0.14
"man","dp","t4_8","poci",5,95,0.05
"man","dp","t4_8","cca",0,100,0
"man","dp","t4_8","biotic",0,100,0
"man","dp","t4_8","hard_coral_other",0,100,0
"man","dp","t4_9","abiotic",30,70,0.3
"man","dp","t4_9","macro",10,90,0.1
"man","dp","t4_9","non_reef",3,97,0.03
"man","dp","t4_9","plob",43,57,0.43
"man","dp","t4_9","turf",12,88,0.12
"man","dp","t4_9","poci",2,98,0.02
"man","dp","t4_9","cca",0,100,0
"man","dp","t4_9","biotic",0,100,0
"man","dp","t4_9","hard_coral_other",0,100,0
"man","md","t1_1","abiotic",0,100,0
"man","md","t1_1","macro",0,100,0
"man","md","t1_1","non_reef",8,92,0.08
"man","md","t1_1","plob",81,19,0.81
"man","md","t1_1","turf",7,93,0.07
"man","md","t1_1","poci",2,98,0.02
"man","md","t1_1","cca",0,100,0
"man","md","t1_1","biotic",2,98,0.02
"man","md","t1_1","hard_coral_other",0,100,0
"man","md","t1_10","abiotic",0,100,0
"man","md","t1_10","macro",4,96,0.04
"man","md","t1_10","non_reef",8,92,0.08
"man","md","t1_10","plob",86,14,0.86
"man","md","t1_10","turf",0,100,0
"man","md","t1_10","poci",2,98,0.02
"man","md","t1_10","cca",0,100,0
"man","md","t1_10","biotic",0,100,0
"man","md","t1_10","hard_coral_other",0,100,0
"man","md","t1_11","abiotic",1,99,0.01
"man","md","t1_11","macro",1,99,0.01
"man","md","t1_11","non_reef",5,95,0.05
"man","md","t1_11","plob",88,12,0.88
"man","md","t1_11","turf",5,95,0.05
"man","md","t1_11","poci",0,100,0
"man","md","t1_11","cca",0,100,0
"man","md","t1_11","biotic",0,100,0
"man","md","t1_11","hard_coral_other",0,100,0
"man","md","t1_12","abiotic",13,87,0.13
"man","md","t1_12","macro",0,100,0
"man","md","t1_12","non_reef",8,92,0.08
"man","md","t1_12","plob",63,37,0.63
"man","md","t1_12","turf",16,84,0.16
"man","md","t1_12","poci",0,100,0
"man","md","t1_12","cca",0,100,0
"man","md","t1_12","biotic",0,100,0
"man","md","t1_12","hard_coral_other",0,100,0
"man","md","t1_13","abiotic",6,94,0.06
"man","md","t1_13","macro",1,99,0.01
"man","md","t1_13","non_reef",3,97,0.03
"man","md","t1_13","plob",88,12,0.88
"man","md","t1_13","turf",2,98,0.02
"man","md","t1_13","poci",0,100,0
"man","md","t1_13","cca",0,100,0
"man","md","t1_13","biotic",0,100,0
"man","md","t1_13","hard_coral_other",0,100,0
"man","md","t1_14","abiotic",4,96,0.04
"man","md","t1_14","macro",1,99,0.01
"man","md","t1_14","non_reef",3,97,0.03
"man","md","t1_14","plob",82,18,0.82
"man","md","t1_14","turf",8,92,0.08
"man","md","t1_14","poci",0,100,0
"man","md","t1_14","cca",0,100,0
"man","md","t1_14","biotic",2,98,0.02
"man","md","t1_14","hard_coral_other",0,100,0
"man","md","t1_15","abiotic",3,97,0.03
"man","md","t1_15","macro",2,98,0.02
"man","md","t1_15","non_reef",6,94,0.06
"man","md","t1_15","plob",86,14,0.86
"man","md","t1_15","turf",2,98,0.02
"man","md","t1_15","poci",1,99,0.01
"man","md","t1_15","cca",0,100,0
"man","md","t1_15","biotic",0,100,0
"man","md","t1_15","hard_coral_other",0,100,0
"man","md","t1_2","abiotic",1,99,0.01
"man","md","t1_2","macro",2,98,0.02
"man","md","t1_2","non_reef",4,96,0.04
"man","md","t1_2","plob",72,28,0.72
"man","md","t1_2","turf",13,87,0.13
"man","md","t1_2","poci",5,95,0.05
"man","md","t1_2","cca",0,100,0
"man","md","t1_2","biotic",3,97,0.03
"man","md","t1_2","hard_coral_other",0,100,0
"man","md","t1_3","abiotic",1,99,0.01
"man","md","t1_3","macro",3,97,0.03
"man","md","t1_3","non_reef",21,79,0.21
"man","md","t1_3","plob",72,28,0.72
"man","md","t1_3","turf",2,98,0.02
"man","md","t1_3","poci",1,99,0.01
"man","md","t1_3","cca",0,100,0
"man","md","t1_3","biotic",0,100,0
"man","md","t1_3","hard_coral_other",0,100,0
"man","md","t1_4","abiotic",0,100,0
"man","md","t1_4","macro",8,92,0.08
"man","md","t1_4","non_reef",13,87,0.13
"man","md","t1_4","plob",72,28,0.72
"man","md","t1_4","turf",7,93,0.07
"man","md","t1_4","poci",0,100,0
"man","md","t1_4","cca",0,100,0
"man","md","t1_4","biotic",0,100,0
"man","md","t1_4","hard_coral_other",0,100,0
"man","md","t1_5","abiotic",0,100,0
"man","md","t1_5","macro",2,98,0.02
"man","md","t1_5","non_reef",10,90,0.1
"man","md","t1_5","plob",83,17,0.83
"man","md","t1_5","turf",2,98,0.02
"man","md","t1_5","poci",3,97,0.03
"man","md","t1_5","cca",0,100,0
"man","md","t1_5","biotic",0,100,0
"man","md","t1_5","hard_coral_other",0,100,0
"man","md","t1_6","abiotic",3,97,0.03
"man","md","t1_6","macro",4,96,0.04
"man","md","t1_6","non_reef",7,93,0.07
"man","md","t1_6","plob",71,29,0.71
"man","md","t1_6","turf",10,90,0.1
"man","md","t1_6","poci",2,98,0.02
"man","md","t1_6","cca",3,97,0.03
"man","md","t1_6","biotic",0,100,0
"man","md","t1_6","hard_coral_other",0,100,0
"man","md","t1_7","abiotic",2,98,0.02
"man","md","t1_7","macro",1,99,0.01
"man","md","t1_7","non_reef",12,88,0.12
"man","md","t1_7","plob",76,24,0.76
"man","md","t1_7","turf",3,97,0.03
"man","md","t1_7","poci",6,94,0.06
"man","md","t1_7","cca",0,100,0
"man","md","t1_7","biotic",0,100,0
"man","md","t1_7","hard_coral_other",0,100,0
"man","md","t1_8","abiotic",2,98,0.02
"man","md","t1_8","macro",7,93,0.07
"man","md","t1_8","non_reef",5,95,0.05
"man","md","t1_8","plob",83,17,0.83
"man","md","t1_8","turf",1,99,0.01
"man","md","t1_8","poci",2,98,0.02
"man","md","t1_8","cca",0,100,0
"man","md","t1_8","biotic",0,100,0
"man","md","t1_8","hard_coral_other",0,100,0
"man","md","t1_9","abiotic",0,100,0
"man","md","t1_9","macro",6,94,0.06
"man","md","t1_9","non_reef",10,90,0.1
"man","md","t1_9","plob",72,28,0.72
"man","md","t1_9","turf",7,93,0.07
"man","md","t1_9","poci",5,95,0.05
"man","md","t1_9","cca",0,100,0
"man","md","t1_9","biotic",0,100,0
"man","md","t1_9","hard_coral_other",0,100,0
"man","md","t2_1","abiotic",21,79,0.21
"man","md","t2_1","macro",0,100,0
"man","md","t2_1","non_reef",7,93,0.07
"man","md","t2_1","plob",67,33,0.67
"man","md","t2_1","turf",1,99,0.01
"man","md","t2_1","poci",1,99,0.01
"man","md","t2_1","cca",0,100,0
"man","md","t2_1","biotic",3,97,0.03
"man","md","t2_1","hard_coral_other",0,100,0
"man","md","t2_10","abiotic",0,100,0
"man","md","t2_10","macro",4,96,0.04
"man","md","t2_10","non_reef",8,92,0.08
"man","md","t2_10","plob",80,20,0.8
"man","md","t2_10","turf",7,93,0.07
